Country Name	Country Code	Time	Time Code	GDP (constant 2010 US$) [NY.GDP.MKTP.KD]	GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]	GNI (constant 2010 US$) [NY.GNP.MKTP.KD]	GNI growth (annual %) [NY.GNP.MKTP.KD.ZG]	"Population, total [SP.POP.TOTL]"	Population growth (annual %) [SP.POP.GROW]	"Manufacturing, value added (constant 2010 US$) [NV.IND.MANF.KD]"	Medium and high-tech Industry (including construction) (% manufacturing value added) [NV.MNF.TECH.ZS.UN]	Households and NPISHs Final consumption expenditure (constant 2010 US$) [NE.CON.PRVT.KD]	Broad money (% of GDP) [FM.LBL.BMNY.GD.ZS]	"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]"	Consumer price index (2010 = 100) [FP.CPI.TOTL]	"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]"	Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE]	Lending interest rate (%) [FR.INR.LEND]	"Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]"	"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]"	"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]"	"Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]"	Military expenditure (% of central government expenditure) [MS.MIL.XPND.ZS]	Final consumption expenditure (constant 2010 US$) [NE.CON.TOTL.KD]
Aruba	ABW	1990	YR1990	..	..	..	..	62149	1.813641093	..	..	..	..	1.79	49.29969441	..	..	10.6	..	7.059	19.571	-149273743	..	..
Aruba	ABW	2005	YR2005	..	0.380390971	..	..	100031	1.30203884	..	..	..	58.16177352	1.79	84.13737451	..	..	11	..	7.32	12.35	716110922.9	..	..
Aruba	ABW	2015	YR2015	..	..	..	..	104341	0.524658159	..	..	..	..	1.79	103.4021721	..	..	7	..	8.624	10.963	304539205.6	..	..
Afghanistan	AFG	1990	YR1990	..	..	..	..	12249114	3.925342136	..	13.59084406	..	..	39.27642927	..	..	12528.0165	..	..	15.577	49.08	..	..	..
Afghanistan	AFG	2005	YR2005	9762978844	11.17527024	9780992357	11.20387308	25070798	3.870470159	1644793029	2.717656631	12009832658	..	49.4945975	71.14097429	..	14770.2643	..	..	9.906	44.91	..	12.68975795	13083821166
Afghanistan	AFG	2015	YR2015	20918533235	1.310040404	21104716058	1.346641195	33736494	2.943234185	2187580644	9.507433902	17690916721	33.78441589	61.14346154	132.1176556	..	..	15	..	6.924	33.98	-7208078674	3.833142187	20350165855
Angola	AGO	1990	YR1990	25003728530	-3.450098684	..	..	12171441	2.868721394	..	4.518579929	..	..	2.99E-08	2.22E-08	..	50806.54269	..	..	22.91	52.749	606900000	..	..
Angola	AGO	2005	YR2005	46688056705	20.90702704	40264447254	11.7580316	19552542	3.575899698	..	4.518579929	17272070045	17.41558142	87.15914167	53.69480503	..	35855.7384	67.71813074	..	13.773	47.726	9142016031	13.91893868	25103489626
Angola	AGO	2015	YR2015	1.04E+11	2.999747493	1.02E+11	6.484657714	27859305	3.42802067	..	3.892010201	87022825584	46.35990202	120.0607017	161.0523262	..	..	16.8818624	..	8.683	42.321	-3531471369	11.47982303	1.00E+11
Albania	ALB	1990	YR1990	6401801081	-9.575640169	..	..	3286542	1.799085593	..	7.581147177	..	..	..	..	9.5	11112.72956	..	..	5.989	24.789	-131400000	..	..
Albania	ALB	2005	YR2005	9604821915	5.720819947	9754749835	5.449897767	3011487	-0.511790116	508381913.3	16.98425068	6426912331	70.4855788	99.87025448	86.69002617	14.10000038	8308.3856	13.075	..	6.231	12.875	-2039576837	2.468066011	8283789068
Albania	ALB	2015	YR2015	13034156788	2.218752054	13153994464	2.44850933	2880703	-0.291205787	682054702.3	6.69069649	9961448687	84.7918409	125.9608304	111.4137634	17.07999992	..	8.725957147	..	7.217	11.879	-1965470787	1.255318973	11359907558
Andorra	AND	1990	YR1990	1950360347	3.78138759	..	..	54509	3.854362309	..	..	..	..	..	..	..	..	..	..	..	11.9	..	..	..
Andorra	AND	2005	YR2005	3851227773	7.396982715	..	..	78867	3.382416554	..	..	..	..	..	..	..	..	..	..	3.6	10.7	..	..	..
Andorra	AND	2015	YR2015	3258326510	0.842203518	..	..	78014	-1.537836294	..	..	..	..	..	..	..	..	..	100	..	..	..	..	..
Arab World	ARB	1990	YR1990	9.55E+11	13.14135507	..	..	224735446	3.666284999	77247310067	..	..	52.53939795	..	..	..	803898.9681	..	54.36569	7.983967453	35.3689008	..	..	..
Arab World	ARB	2005	YR2005	1.70E+12	5.722455059	1.68E+12	5.208086016	316264728	2.297403411	1.46E+11	..	7.48E+11	56.12528189	..	..	..	1767878.645	..	70.69717	6.108986897	27.53250446	..	18.63142556	1.01E+12
Arab World	ARB	2015	YR2015	2.54E+12	3.277541767	2.58E+12	4.153937032	398304960	2.118210404	2.46E+11	..	1.11E+12	81.59005818	..	..	..	..	..	73.74158	5.5952102	26.43119978	..	22.12559832	1.58E+12
United Arab Emirates	ARE	1990	YR1990	1.26E+11	18.32798553	..	..	1860174	5.760704935	..	12.61119833	..	31.16615178	3.671	..	..	72498.5763	..	..	2.7	25.963	..	..	..
United Arab Emirates	ARE	2005	YR2005	2.57E+11	4.855141196	2.62E+11	6.122511515	4579562	11.35643863	..	12.61119832	1.62E+11	48.0354763	3.6725	..	3.119999886	143367.6627	..	90.03385162	1.629	14.024	..	23.22490448	1.81E+11
United Arab Emirates	ARE	2015	YR2015	3.73E+11	5.064701529	3.75E+11	5.360454966	9154302	0.915608331	29619060585	12.61119833	1.16E+11	90.23501978	3.6725	109.3487321	..	..	..	..	1.555	9.885	..	..	1.57E+11
Argentina	ARG	1990	YR1990	1.94E+11	-2.398959219	1.86E+11	1.921670176	32729739	1.434566316	35630685729	24.86999967	..	11.48109468	0.487589083	..	7.059999943	266555.03	..	..	8.264	21.804	7954000000	..	1.51E+11
Argentina	ARG	2005	YR2005	3.34E+11	8.85165992	3.21E+11	11.1245852	39145488	1.070434278	53681440656	26.00064759	1.99E+11	28.66331028	2.9036575	..	11.50590038	358385.64	6.163241667	..	7.731	18.836	12095220000	3.470000492	2.47E+11
Argentina	ARG	2015	YR2015	4.56E+11	2.731159828	4.39E+11	1.055386887	43417765	1.00985496	68137232117	26.00064759	3.09E+11	27.64080837	9.233185525	..	..	..	30.33	98.08999634	7.57	17.364	-6600221086	2.075045306	3.88E+11
Armenia	ARM	1990	YR1990	6357857590	..	5973749612	..	3538165	0.047945944	990934810.6	28.82423314	4417974262	..	..	..	..	24729.9166	..	..	8.473	21.768	..	..	5112953571
Armenia	ARM	2005	YR2005	7667755682	13.86571125	8004016664	15.30613418	2981259	-0.647057335	844085052.9	7.474261422	5917230903	16.29839157	457.6869406	76.3796018	..	8401.8162	17.98427289	..	9.168	14.289	-782593642.5	14.4528086	6895971772
Armenia	ARM	2015	YR2015	11479040585	3.200000002	11922132216	2.617587422	2916950	0.368528212	1145173671	3.663580065	8008166647	36.79245529	477.9183066	124.7661613	..	..	17.59033032	..	9.694	13.808	-1281837931	16.09987433	9331549825
American Samoa	ASM	1990	YR1990	..	..	..	..	47038	3.120158971	..	..	..	..	..	..	5.110000134	20.3813783	..	..	..	..	..	..	..
American Samoa	ASM	2005	YR2005	629286343.6	-0.401606426	..	..	59118	-0.246659246	..	..	461086614.2	..	..	..	9.979999542	52.801179	..	..	..	..	..	..	..
American Samoa	ASM	2015	YR2015	548933920.7	1.248049922	..	..	55537	0.180222443	..	..	390393700.8	..	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	ATG	1990	YR1990	692325010.7	3.011645772	..	..	66696	0.103508031	17971767.78	..	..	50.17119195	2.7	..	..	372.28777	12.66666667	..	6.757	19.333	4740740.741	..	..
Antigua and Barbuda	ATG	2005	YR2005	1147540486	6.412405164	..	..	89253	1.122202076	22027032.69	..	..	94.21158256	2.7	89.46046308	..	454.070617	11.39393808	..	6.114	19.032	-137451126.7	..	..
Antigua and Barbuda	ATG	2015	YR2015	1276193332	4.060218963	..	..	99923	1.05434633	26758754.02	..	..	92.70573398	2.7	110.3197357	..	..	9.835083333	..	5.794	16.367	185225445.2	..	..
Australia	AUS	1990	YR1990	6.13E+11	3.564551046	5.93E+11	2.779354227	17065100	1.479978016	72309259518	28.40101669	3.23E+11	54.16602712	1.281056667	59.78147763	6.926000118	482298.262	16.35416667	..	7	15.4	-3259469532	6.791905229	4.35E+11
Australia	AUS	2005	YR2005	9.94E+11	3.19031634	9.60E+11	2.249618068	20394800	1.319789554	91173388151	24.48889533	5.43E+11	78.60490834	1.309473333	86.34235172	5.03249979	909262.03	7.258333333	..	6.4	12.8	-14812982447	5.199497282	7.20E+11
Australia	AUS	2015	YR2015	1.31E+12	2.351136441	1.29E+12	3.02268573	23850784	1.464059816	86996168414	28.17006262	7.36E+11	113.4186677	1.331090262	112.0447451	6.055699825	..	5.575	..	6.6	12.8	-27487619658	5.223366632	9.66E+11
Austria	AUT	1990	YR1990	2.60E+11	4.345641561	2.62E+11	4.510258778	7677850	0.762001611	41693295236	36.52573765	1.48E+11	..	11.36983333	65.71769018	..	79836.956	..	..	10.8	11.8	..	2.545085487	2.01E+11
Austria	AUT	2005	YR2005	3.67E+11	2.244066812	3.66E+11	2.167940751	8227829	0.681267248	59563592713	41.67287802	1.98E+11	..	..	91.35266526	..	97552.85369	..	..	9.1	9.5	10109416474	1.661921982	2.70E+11
Austria	AUT	2015	YR2015	4.14E+11	1.091854232	4.11E+11	0.226144178	8642699	1.120992502	73104733506	45.93115302	2.15E+11	..	..	110.6885793	5.722700119	..	..	..	9.6	9.8	13763160913	1.368632051	2.98E+11
Azerbaijan	AZE	1990	YR1990	22325675015	..	..	..	7159000	0.449521196	..	23.81814889	..	..	..	..	..	78096.61988	..	..	6.1	25.9	..	..	..
Azerbaijan	AZE	2005	YR2005	24751281716	26.40000081	20983222394	16.52943988	8391850	1.022265592	2062870618	38.50409955	13411466628	14.68335265	0.945421	61.14642096	..	47617.1667	17.02833333	..	6.2	16.9	1329081000	10.2201278	15965025770
Azerbaijan	AZE	2015	YR2015	59025316699	1.099999809	..	..	9649341	1.191209858	3316491025	13.70048221	..	39.20354901	1.024563819	117.7309219	4.960000038	..	17.53416667	99.78806305	5.7	17.2	1583558000	14.1292255	..
Burundi	BDI	1990	YR1990	1782525984	3.49982214	..	..	5415415	2.531887332	..	1.670486772	..	15.77853083	171.2554167	10.48491308	0.479999989	2798.9396	12.34166667	37.38471985	18.108	50.312	-228796850.7	17.28187748	..
Burundi	BDI	2005	YR2005	1627085107	0.900000003	1602289605	2.25097805	7423289	3.298153071	185350775.3	3.378421412	1242299307	23.21986594	1081.577167	61.2933033	..	5302.3078	18.445	..	13.369	42.653	-227398384.1	13.3852762	1417662621
Burundi	BDI	2015	YR2015	2310420828	-3.921142751	2310494261	-3.749141522	10199270	3.061102894	201397483	2.570193649	1648169407	22.84163406	1571.898333	154.0235683	..	..	15.32916667	..	11.032	42.662	-654480749.9	8.101861409	2316667546
Belgium	BEL	1990	YR1990	3.30E+11	3.137402476	3.31E+11	3.280864821	9967379	0.298235706	..	13.36930253	1.82E+11	..	33.41791667	66.4424442	..	137872.522	13	..	10.4	12.4	..	4.277835842	2.64E+11
Belgium	BEL	2005	YR2005	4.51E+11	2.094272708	4.56E+11	1.932587384	10478617	0.550055708	63573763090	43.69926819	2.32E+11	..	..	90.40587095	8.440199852	136696.039	6.720833333	..	9.9	11.4	8648084378	2.114283227	3.37E+11
Belgium	BEL	2015	YR2015	5.08E+11	1.426956809	5.08E+11	0.930719012	11274196	0.579446242	71151864612	49.46894203	2.59E+11	..	..	108.6296921	8.482000351	..	..	..	9.8	10.8	7466195212	1.714153871	3.78E+11
Benin	BEN	1990	YR1990	3033624751	8.976134361	2969670062	9.537953862	4978496	3.235058983	615702681.8	..	2293011379	25.11560712	272.264788	..	..	47187.972	..	..	14.68	46.029	-90092810.69	9.239343991	2752636494
Benin	BEN	2005	YR2005	5772744796	1.711577628	5752022215	2.18747647	7982225	2.952383516	1143390339	..	4356222011	21.30790757	527.4681428	84.31211991	..	48572.5105	8.044166667	..	11.293	40.726	-372717296.1	4.816420069	5166295815
Benin	BEN	2015	YR2015	8755148067	2.095808383	8726343701	2.424961536	10575952	2.772977926	1209752001	..	5882202651	43.00347419	591.4495075	109.8114842	..	..	5.154166667	..	9.319	37.431	-821997859.2	4.3987447	7388522864
Burkina Faso	BFA	1990	YR1990	3007669516	-0.60292848	3004455987	-0.368377227	8811034	2.659151577	404534300.9	..	2248448130	18.17840417	272.264788	49.16470743	..	12151.01	..	..	17.005	47.417	..	17.15413133	2981553446
Burkina Faso	BFA	2005	YR2005	6871593161	8.661861605	6856180894	8.949293842	13421930	2.959187776	751029430	..	4809827000	20.26655066	527.4681428	86.92536198	4	47809.697	8.868333333	23.55372047	13.336	44.817	-848477782.2	5.944976533	5989100954
Burkina Faso	BFA	2015	YR2015	11688050886	3.894548057	11155904207	3.569065316	18110624	2.939690431	734252623.4	..	7176743628	40.56133911	591.4495075	107.9975062	..	..	5.154166667	..	8.818	39.436	-1016574823	6.143704662	9885465304
Bangladesh	BGD	1990	YR1990	42420657180	5.622258162	43451140467	5.42984696	106188642	2.468723727	4621184203	24.0267878	41752308419	22.44663913	34.56880833	32.24922014	..	126701.696	16	..	10.3	35.376	-1895840931	10.28200638	43617471772
Bangladesh	BGD	2005	YR2005	85860356478	6.535944941	89769552572	6.645942359	143431101	1.49164985	12423821159	17.52962239	66772267213	47.42106815	64.327475	69.15310297	4.25	151091.702	10.615	..	6.155	24.174	-3868317729	9.479220273	71253232482
Bangladesh	BGD	2015	YR2015	1.57E+11	6.552633316	1.67E+11	6.360899268	161200886	1.120144259	29752671357	9.465126142	1.10E+11	64.50655633	77.94690833	144.4777687	..	..	11.70916667	..	5.312	19.29	-10606498175	10.4900746	1.18E+11
Bulgaria	BGR	1990	YR1990	36292630364	-9.117377097	33228829188	-14.45753456	8718289	-1.803750479	..	30.70287357	29038208755	..	..	0.035326648	1.700000048	108086.0268	..	..	12.5	12.1	-1077000000	..	39410145241
Bulgaria	BGR	2005	YR2005	42592798159	7.123511076	42704828828	6.231287715	7658972	-0.752977445	5178895357	26.95218161	26380657683	54.14599901	1.574133333	72.7256368	..	68542.7723	8.660983333	..	14.8	9.3	-4449983422	6.880389951	34455334962
Bulgaria	BGR	2015	YR2015	54639028022	3.617459615	53518549675	2.389990607	7177991	-0.638069468	7411195343	29.97093023	35506415330	83.51162284	1.7644	106.6073072	9.143300056	..	7.448866667	..	15.3	9.2	442430000	3.485903913	44003733019
Bahrain	BHR	1990	YR1990	8894395056	4.437997176	..	..	495931	3.038244135	..	14.33710767	..	58.5221328	0.376	78.45651645	..	17050.70875	8.411481976	..	3.386	29.217	120478723.4	14.28571429	..
Bahrain	BHR	2005	YR2005	19620444334	6.768939709	..	..	889168	6.904364255	..	23.80718954	..	58.5041283	0.376	87.4960535	..	23432.38192	7.821853583	..	2.483	18.778	3109957701	12.89245157	..
Bahrain	BHR	2015	YR2015	30779223484	2.861967825	29222471144	18.27363902	1371855	2.618665193	4508031915	24.41091762	12696808511	85.81240195	0.376	110.5182156	..	..	5.160833333	..	2.348	15.111	3351063830	12.67118486	17601063830
"Bahamas, The"	BHS	1990	YR1990	7606466025	-1.596249086	7218510826	-2.727972071	256336	1.765938234	195494786.4	18.92745077	4694525227	38.75868604	1	62.52642313	7.769999981	3593.57477	9	..	5.495	23.864	130600000	..	5675473126
"Bahamas, The"	BHS	2005	YR2005	10214307273	3.395355597	7498092218	1.293792833	329249	2.063055027	233434557.2	27.77351622	6805632329	47.78471361	1	88.16831009	10.19999981	3854.11183	5.5	..	5.625	15.445	-603804537.7	..	7923976066
"Bahamas, The"	BHS	2015	YR2015	10521571020	1.044959524	10289807995	1.322660382	386838	1.214308159	167015118.8	27.77351622	6551446767	53.54510994	1	109.6029778	..	..	..	..	6.256	14.42	-815857514.4	..	7844835591
Bosnia and Herzegovina	BIH	1990	YR1990	..	..	..	..	4463422	-0.963901299	..	27.77682446	..	..	..	..	..	31318.60314	..	..	7.709	14.846	..	..	..
Bosnia and Herzegovina	BIH	2005	YR2005	14922131713	8.758230335	..	..	3781530	0.006426177	..	16.13792074	..	45.16427818	1.57272202	84.94370196	..	20780.3563	9.6125	..	8.849	9.257	-4345529639	3.467243353	..
Bosnia and Herzegovina	BIH	2015	YR2015	18352676373	3.07674732	18470628822	2.932971172	3535961	-0.845996499	2160176475	17.54683924	14841824880	65.2323921	1.763491647	103.6805836	28.22999954	..	5.78888799	..	10.886	9.12	-3008433535	2.298457336	18878993702
Belarus	BLR	1990	YR1990	31610993225	..	31783782591	..	10189000	0.186649693	4999054282	41.99780526	11238367106	..	..	..	..	185411.7606	..	..	10.8	14	..	..	18330033563
Belarus	BLR	2005	YR2005	40244040518	9.400001668	40550149862	9.498993347	9663915	-0.68300556	8423646067	41.99780526	19592119635	19.31942426	0.215382	..	1.5	89989.7232	11.35833333	..	14.7	9.4	341600000	32.21010902	26885653806
Belarus	BLR	2015	YR2015	60721108490	-3.829569366	56994240561	-5.855140302	9489616	0.159300802	13512428071	37.98757926	40667978375	36.36297294	1.592598833	..	1	..	18.08333333	..	12.6	12.5	100700000	29.48852442	50684055976
Belize	BLZ	1990	YR1990	534342136.1	10.62857607	512158748.1	10.95128478	187552	2.20104244	60350256.22	5.254268899	480807594.3	40.04297301	2	60.86746986	..	632.71626	14.04166667	..	5.407	35.862	-3850000	..	561676167.2
Belize	BLZ	2005	YR2005	1230025246	2.578742031	1097683610	3.438470643	283277	2.570194001	103179505.2	18.45981617	900294310.7	57.97526715	2	88.29727403	10.90999985	2022.18417	14.255	..	5.25	26.373	-88005496.07	3.405711447	1084667204
Belize	BLZ	2015	YR2015	1610507255	3.794991955	1508939667	6.843614977	359288	2.136281595	101072204.2	18.45981617	1171018548	80.79829223	2	103.7889643	9.970000267	..	10.32027993	..	5.523	22.739	-148978201.2	3.119877373	1427441397
Bermuda	BMU	1990	YR1990	3763005273	0.019212296	..	..	59326	0.824255196	..	16.83835245	..	..	1	..	..	652.962347	..	..	7.3	14.6	..	..	..
Bermuda	BMU	2005	YR2005	5620941625	1.674207149	..	..	64154	0.649513649	86905815.65	16.83835245	..	..	1	..	..	584.756357	..	..	7.1	13.1	..	..	..
Bermuda	BMU	2015	YR2015	..	..	..	..	65239	0.153517862	..	25.28958494	..	..	1	..	..	..	..	..	7.4	9.4	-617239254.8	..	..
Bolivia	BOL	1990	YR1990	9312431984	4.63578591	8878393476	5.037984557	6856244	1.961844428	1055917592	3.846680948	6284823014	24.47430366	3.17265	26.33526894	..	192645.695	41.81333333	..	12.797	35.396	-109500000	12.36450602	7672662587
Bolivia	BOL	2005	YR2005	15696607186	4.421434767	15115245562	4.897403779	9125409	1.742891549	1732556671	5.054197764	9930512309	51.52730853	8.0660625	73.04266663	..	309458.392	16.61504167	..	8.878	28.128	414848470.9	5.341889037	12191159877
Bolivia	BOL	2015	YR2015	25664047182	4.857187895	24891034387	7.143566144	10724705	1.527225047	2775524512	11.67377458	15825635491	95.61781607	6.91	133.6511419	3.065999985	..	8.073253797	92.45507813	7.353	23.549	-1979737198	3.910798584	19617550269
Brazil	BRA	1990	YR1990	1.19E+12	-3.102355949	..	..	149352145	1.797188572	2.09E+11	49.37626922	6.31E+11	30.3945142	2.96E-05	0.000892704	..	1606209.334	..	..	7.232	24.979	6986000000	..	9.07E+11
Brazil	BRA	2005	YR2005	1.77E+12	3.196464112	..	..	186917361	1.172551513	2.53E+11	33.58968032	1.01E+12	60.41570369	2.434390036	79.54366733	..	2386439.68	55.38333333	..	5.836	17.31	36394274085	3.830184354	1.36E+12
Brazil	BRA	2015	YR2015	2.34E+12	-3.549767247	..	..	205962108	0.852799206	2.52E+11	35.15962066	1.48E+12	93.70217561	3.326904383	138.3886413	..	..	43.95833333	..	6.092	14.405	-19275970114	3.566232743	1.92E+12
Barbados	BRB	1990	YR1990	3653267319	-3.3	..	..	260374	0.352421916	455011764.7	19.1056141	..	50.67944465	2	51.11745081	8.159999847	1199.66709	11.41666667	..	9.687	16.025	-4900000	..	..
Barbados	BRB	2005	YR2005	4301961205	4	..	..	274009	0.335587959	327152941.2	38.11080297	..	108.3884356	2	75.54506238	9.078499794	..	9.166666667	..	10.193	12.967	-356257905.8	..	..
Barbados	BRB	2015	YR2015	4546917436	0.9	..	..	284217	0.293163377	229317647.1	38.11080297	..	..	2	117.210285	11.35000038	..	8.058333333	..	10.661	11.995	..	..	..
Brunei Darussalam	BRN	1990	YR1990	9593609021	1.089420535	9593609021	..	258785	2.849894714	1519178291	3.319932444	1017283975	..	1.812533333	78.04871123	..	18366.774	..	..	3.688	29.399	..	14.6914446	2591747121
Brunei Darussalam	BRN	2005	YR2005	13264408434	0.387507208	13264408434	0.387507208	365158	1.555198377	2220112285	3.319932444	1752712138	57.75493255	1.6643975	95.52993962	..	10968.956	5.5	..	2.868	17.522	4335140928	8.10162522	3982951962
Brunei Darussalam	BRN	2015	YR2015	13637697103	-0.566814609	14294374394	4.329718832	417542	1.408049349	2005867253	3.319932444	2480381371	80.80411669	1.374910845	100.0146616	..	..	5.5	..	3.512	16.138	1903397569	8.479890909	5746974697
Bhutan	BTN	1990	YR1990	424030689.3	10.87643469	..	..	537280	1.315757921	26545319.46	..	..	20.5514087	17.5035	33.3963714	..	1280.14329	15	..	13.11	39.114	..	..	..
Bhutan	BTN	2005	YR2005	1007823159	7.12255965	993536968.1	8.072539225	656639	2.522569589	71184122.7	..	590401397.1	58.57568846	44.099975	74.84568688	..	1617.86441	14.5	52.81468964	6.928	23.471	..	..	790177759.7
Bhutan	BTN	2015	YR2015	2069399707	6.597448486	1888747699	4.414214446	787386	1.398892513	171142999.2	..	1241593154	58.9605512	64.15194446	146.242115	2.450000048	..	14.89583333	..	6.043	18.46	-496798493.5	..	1564839126
Botswana	BWA	1990	YR1990	5318752174	6.772821949	5170875545	13.61612307	1377912	2.818033231	290443363.7	9.363683431	1953966859	21.92021099	1.860465833	16.25586542	..	13373.085	7.875	..	7.543	33.684	18006243.06	10.27208481	3139945525
Botswana	BWA	2005	YR2005	10230961746	4.556645657	9375770318	6.45400731	1855852	1.439411021	509242312.6	7.156010721	3467607498	44.42583855	5.116756433	64.29180368	..	24188.461	15.7375	..	13.016	25.658	1825355802	8.226519964	5617079805
Botswana	BWA	2015	YR2015	16146492037	-1.697930592	15864913287	-1.154854329	2209197	1.855975354	1042491707	16.50532649	7716849660	45.82943001	10.12900239	132.882568	..	..	7.95	..	7.022	24.14	-630365869.5	7.141478745	11571356748
Central African Republic	CAF	1990	YR1990	1377848204	-2.147528066	..	..	2939780	2.309353395	117671933.6	8.396946565	..	15.76652943	272.264788	49.71034483	..	146226.244	14	..	17.006	41.234	-190527759.4	..	..
Central African Republic	CAF	2005	YR2005	1694156411	0.908210515	..	..	4127910	1.781166016	98302817.69	9.245991129	..	18.06933781	527.4681428	80.88521073	..	455529.683	17.66666667	..	18.919	39.237	..	6.745184681	..
Central African Republic	CAF	2015	YR2015	1431688205	4.799886081	1438333863	4.834312417	4546100	0.677771774	121573111	9.245991129	1599351397	27.84224596	591.4495075	186.8616667	..	..	..	..	14.008	36.113	..	11.28142857	1641555119
Canada	CAN	1990	YR1990	1.01E+12	0.154346036	9.79E+11	0.006840987	27791000	1.493593109	..	39.26068565	5.23E+11	73.5226848	1.166775	67.27962221	8.131099701	608685	14.0625	..	7.3	15	1116006103	3.981908637	7.73E+11
Canada	CAN	2005	YR2005	1.52E+12	3.201382137	1.49E+12	3.290296273	32312000	0.985903767	..	37.57665596	7.92E+11	149.026054	1.211763333	91.85031483	6.758100033	849798.74	4.416666667	..	7.1	10.65	45668177187	2.874060682	1.09E+12
Canada	CAN	2015	YR2015	1.80E+12	1.000882494	1.78E+12	1.142538881	35832513	0.832774622	1.81E+11	30.5730006	1.03E+12	..	1.279097896	108.6720092	6.906499863	..	2.775	..	7.5	10.8	-38745064036	2.871723093	1.39E+12
Central Europe and the Baltics	CEB	1990	YR1990	7.92E+11	..	..	..	110745760	-0.050197931	..	..	4.22E+11	..	..	..	4.442808771	1393914.871	..	98.33477	11.17513681	13.5485809	..	11.82121212	6.00E+11
Central Europe and the Baltics	CEB	2005	YR2005	1.14E+12	4.929684443	1.11E+12	5.744612023	106173766	-0.274594407	1.79E+11	..	6.62E+11	46.51334222	..	..	..	1001128.217	..	..	11.3453721	9.760428354	..	4.319385385	8.90E+11
Central Europe and the Baltics	CEB	2015	YR2015	1.48E+12	3.805115506	1.42E+12	3.438277179	103257751	-0.230373722	2.78E+11	..	8.31E+11	63.12163217	..	..	7.816352178	..	..	..	11.83808782	9.850088969	..	3.703521802	1.10E+12
Switzerland	CHE	1990	YR1990	4.32E+11	3.674625638	4.40E+11	2.994732843	6715519	1.026873072	75102133276	38.55803695	2.40E+11	102.7048203	1.389158333	75.70722832	..	56393.8008	7.4225	..	9.5	12.5	644418982.7	5.567851708	2.93E+11
Switzerland	CHE	2005	YR2005	5.24E+11	3.11524553	5.66E+11	5.183747792	7437115	0.64060154	98264259398	62.1673393	2.90E+11	136.2884668	1.245176667	95.70979277	..	55882.8478	3.119166667	..	8.2	9.8	28876630524	2.592010705	3.53E+11
Switzerland	CHE	2015	YR2015	6.33E+11	1.226384359	6.45E+11	2.565423735	8282396	1.138337152	1.20E+11	63.04284952	3.43E+11	185.3917299	0.962381328	98.17176456	4.800700188	..	2.680833333	..	8.2	10.5	71853370292	2.024596686	4.17E+11
Channel Islands	CHI	1990	YR1990	..	..	..	..	140671	0.814419868	..	..	..	..	..	..	..	..	..	..	10.788	12.343	..	..	..
Channel Islands	CHI	2005	YR2005	..	1.377734157	..	..	154294	0.731145765	..	..	..	..	..	..	..	..	..	..	9.105	10.298	..	..	..
Channel Islands	CHI	2015	YR2015	..	..	..	..	163758	0.482972961	..	..	..	..	..	..	..	..	..	..	8.966	9.388	..	..	..
Chile	CHL	1990	YR1990	78761086957	3.333565473	..	..	13242132	1.647178895	11979859883	15.05188012	37896948839	37.32184635	304.9033333	29.99170908	..	54730.277	48.86917919	..	5.67	21.945	1055290000	14.74705633	48486635589
Chile	CHL	2005	YR2005	1.82E+11	5.742830489	1.67E+11	4.926048887	16147064	1.078973466	22204340269	9.11766148	96917347408	74.25836566	559.7675	83.7279979	9.340000153	101594.281	6.67787901	..	5.435	15.543	10766558932	12.486579	1.18E+11
Chile	CHL	2015	YR2015	2.65E+11	2.305257138	2.57E+11	2.474981392	17762681	0.841711121	26676818357	13.67476824	1.60E+11	83.84190259	654.1240843	118.1942606	..	..	5.514927323	..	6.066	13.437	-148908441.7	7.622077609	1.92E+11
China	CHN	1990	YR1990	8.30E+11	3.907113896	..	..	1135185000	1.467303211	..	37.83865169	..	77.79368433	4.783208333	40.44026517	2.5	3892675.16	9.36	77.78505707	6.67	21.06	10668000000	13.96719585	..
China	CHN	2005	YR2005	3.57E+12	11.39577594	3.55E+12	10.92256897	1303720000	0.58812499	..	42.44488824	..	151.0858036	8.194316667	86.50931766	4.199999809	7803535.6	5.58	..	6.51	12.4	1.25E+11	10.97671859	1.84E+12
China	CHN	2015	YR2015	8.91E+12	6.900204817	8.87E+12	6.361842612	1371220000	0.508136747	..	41.38309691	..	202.057021	6.227488673	114.9221246	..	..	4.35	..	7.11	12.07	3.58E+11	6.088812822	4.37E+12
Cote d'Ivoire	CIV	1990	YR1990	17764120445	-1.095908411	..	..	12267754	3.555450228	..	13.6992105	..	28.76195285	272.264788	41.8707258	..	152200.604	..	..	13.682	43.241	..	..	..
